time_index,freq_bin,power_dB,PU_Presence,PU_Signal_Strength,PU_bandwidth,PU_burst_duration,PU_drift_type,spectral_entropy,Frequency_Band,SU1_cov_flat,SU2_cov_flat,SU3_cov_flat,SU1_temporal_cov,SU2_temporal_cov,SU3_temporal_cov
682,18,-72.9063917,0,-72.9063917,12,Medium,Bandwidth switch,0.974,1800,"[ 8.11563744e-08  7.11921630e-09  7.11921630e-09  8.11563744e-08
  0.00000000e+00 -1.93900844e-09  1.93900844e-09  0.00000000e+00]","[ 5.98839899e-08  5.25315578e-09  5.25315578e-09  5.98839899e-08
  0.00000000e+00 -1.43076330e-09  1.43076330e-09  0.00000000e+00]","[ 6.33468477e-08  5.55692531e-09  5.55692531e-09  6.33468477e-08
  0.00000000e+00 -1.51349876e-09  1.51349876e-09  0.00000000e+00]","[array([ 8.11563744e-08,  7.11921630e-09,  7.11921630e-09,  8.11563744e-08,
        0.00000000e+00, -1.93900844e-09,  1.93900844e-09,  0.00000000e+00]), array([ 8.11563744e-08,  7.11921630e-09,  7.11921630e-09,  8.11563744e-08,
        0.00000000e+00, -1.93900844e-09,  1.93900844e-09,  0.00000000e+00]), array([ 8.11563744e-08,  7.11921630e-09,  7.11921630e-09,  8.11563744e-08,
        0.00000000e+00, -1.93900844e-09,  1.93900844e-09,  0.00000000e+00]), array([ 8.11563744e-08,  7.11921630e-09,  7.11921630e-09,  8.11563744e-08,
        0.00000000e+00, -1.93900844e-09,  1.93900844e-09,  0.00000000e+00])]","[array([ 5.98839899e-08,  5.25315578e-09,  5.25315578e-09,  5.98839899e-08,
        0.00000000e+00, -1.43076330e-09,  1.43076330e-09,  0.00000000e+00]), array([ 5.98839899e-08,  5.25315578e-09,  5.25315578e-09,  5.98839899e-08,
        0.00000000e+00, -1.43076330e-09,  1.43076330e-09,  0.00000000e+00]), array([ 5.98839899e-08,  5.25315578e-09,  5.25315578e-09,  5.98839899e-08,
        0.00000000e+00, -1.43076330e-09,  1.43076330e-09,  0.00000000e+00]), array([ 5.98839899e-08,  5.25315578e-09,  5.25315578e-09,  5.98839899e-08,
        0.00000000e+00, -1.43076330e-09,  1.43076330e-09,  0.00000000e+00])]","[array([ 6.33468477e-08,  5.55692531e-09,  5.55692531e-09,  6.33468477e-08,
        0.00000000e+00, -1.51349876e-09,  1.51349876e-09,  0.00000000e+00]), array([ 6.33468477e-08,  5.55692531e-09,  5.55692531e-09,  6.33468477e-08,
        0.00000000e+00, -1.51349876e-09,  1.51349876e-09,  0.00000000e+00]), array([ 6.33468477e-08,  5.55692531e-09,  5.55692531e-09,  6.33468477e-08,
        0.00000000e+00, -1.51349876e-09,  1.51349876e-09,  0.00000000e+00]), array([ 6.33468477e-08,  5.55692531e-09,  5.55692531e-09,  6.33468477e-08,
        0.00000000e+00, -1.51349876e-09,  1.51349876e-09,  0.00000000e+00])]"
683,35,-58.36890534,0,-58.36890534,8,Medium,Bandwidth switch,0.934,3500,"[ 1.61629807e-06  1.41785235e-07  1.41785235e-07  1.61629807e-06
  0.00000000e+00 -3.86169986e-08  3.86169986e-08  0.00000000e+00]","[ 2.25002051e-06  1.97376765e-07  1.97376765e-07  2.25002051e-06
  0.00000000e+00 -5.37580539e-08  5.37580539e-08  0.00000000e+00]","[ 2.40582183e-06  2.11044002e-07  2.11044002e-07  2.40582183e-06
  0.00000000e+00 -5.74804983e-08  5.74804983e-08  0.00000000e+00]","[array([ 1.61629807e-06,  1.41785235e-07,  1.41785235e-07,  1.61629807e-06,
        0.00000000e+00, -3.86169986e-08,  3.86169986e-08,  0.00000000e+00]), array([ 1.61629807e-06,  1.41785235e-07,  1.41785235e-07,  1.61629807e-06,
        0.00000000e+00, -3.86169986e-08,  3.86169986e-08,  0.00000000e+00]), array([ 1.61629807e-06,  1.41785235e-07,  1.41785235e-07,  1.61629807e-06,
        0.00000000e+00, -3.86169986e-08,  3.86169986e-08,  0.00000000e+00]), array([ 1.61629807e-06,  1.41785235e-07,  1.41785235e-07,  1.61629807e-06,
        0.00000000e+00, -3.86169986e-08,  3.86169986e-08,  0.00000000e+00])]","[array([ 2.25002051e-06,  1.97376765e-07,  1.97376765e-07,  2.25002051e-06,
        0.00000000e+00, -5.37580539e-08,  5.37580539e-08,  0.00000000e+00]), array([ 2.25002051e-06,  1.97376765e-07,  1.97376765e-07,  2.25002051e-06,
        0.00000000e+00, -5.37580539e-08,  5.37580539e-08,  0.00000000e+00]), array([ 2.25002051e-06,  1.97376765e-07,  1.97376765e-07,  2.25002051e-06,
        0.00000000e+00, -5.37580539e-08,  5.37580539e-08,  0.00000000e+00]), array([ 2.25002051e-06,  1.97376765e-07,  1.97376765e-07,  2.25002051e-06,
        0.00000000e+00, -5.37580539e-08,  5.37580539e-08,  0.00000000e+00])]","[array([ 2.40582183e-06,  2.11044002e-07,  2.11044002e-07,  2.40582183e-06,
        0.00000000e+00, -5.74804983e-08,  5.74804983e-08,  0.00000000e+00]), array([ 2.40582183e-06,  2.11044002e-07,  2.11044002e-07,  2.40582183e-06,
        0.00000000e+00, -5.74804983e-08,  5.74804983e-08,  0.00000000e+00]), array([ 2.40582183e-06,  2.11044002e-07,  2.11044002e-07,  2.40582183e-06,
        0.00000000e+00, -5.74804983e-08,  5.74804983e-08,  0.00000000e+00]), array([ 2.40582183e-06,  2.11044002e-07,  2.11044002e-07,  2.40582183e-06,
        0.00000000e+00, -5.74804983e-08,  5.74804983e-08,  0.00000000e+00])]"
684,50,-43.39859472,1,-43.39859472,9,Long,None,1.092,5000,"[ 5.99210854e-05  5.25640988e-06  5.25640988e-06  5.99210854e-05
  0.00000000e+00 -1.43164959e-06  1.43164959e-06  0.00000000e+00]","[ 5.62582670e-05  4.93509936e-06  4.93509936e-06  5.62582670e-05
  0.00000000e+00 -1.34413662e-06  1.34413662e-06  0.00000000e+00]","[ 5.78245229e-05  5.07249478e-06  5.07249478e-06  5.78245229e-05
  0.00000000e+00 -1.38155799e-06  1.38155799e-06  0.00000000e+00]","[array([ 5.99210854e-05,  5.25640988e-06,  5.25640988e-06,  5.99210854e-05,
        0.00000000e+00, -1.43164959e-06,  1.43164959e-06,  0.00000000e+00]), array([ 5.99210854e-05,  5.25640988e-06,  5.25640988e-06,  5.99210854e-05,
        0.00000000e+00, -1.43164959e-06,  1.43164959e-06,  0.00000000e+00]), array([ 5.99210854e-05,  5.25640988e-06,  5.25640988e-06,  5.99210854e-05,
        0.00000000e+00, -1.43164959e-06,  1.43164959e-06,  0.00000000e+00]), array([ 5.99210854e-05,  5.25640988e-06,  5.25640988e-06,  5.99210854e-05,
        0.00000000e+00, -1.43164959e-06,  1.43164959e-06,  0.00000000e+00])]","[array([ 5.62582670e-05,  4.93509936e-06,  4.93509936e-06,  5.62582670e-05,
        0.00000000e+00, -1.34413662e-06,  1.34413662e-06,  0.00000000e+00]), array([ 5.62582670e-05,  4.93509936e-06,  4.93509936e-06,  5.62582670e-05,
        0.00000000e+00, -1.34413662e-06,  1.34413662e-06,  0.00000000e+00]), array([ 5.62582670e-05,  4.93509936e-06,  4.93509936e-06,  5.62582670e-05,
        0.00000000e+00, -1.34413662e-06,  1.34413662e-06,  0.00000000e+00]), array([ 5.62582670e-05,  4.93509936e-06,  4.93509936e-06,  5.62582670e-05,
        0.00000000e+00, -1.34413662e-06,  1.34413662e-06,  0.00000000e+00])]","[array([ 5.78245229e-05,  5.07249478e-06,  5.07249478e-06,  5.78245229e-05,
        0.00000000e+00, -1.38155799e-06,  1.38155799e-06,  0.00000000e+00]), array([ 5.78245229e-05,  5.07249478e-06,  5.07249478e-06,  5.78245229e-05,
        0.00000000e+00, -1.38155799e-06,  1.38155799e-06,  0.00000000e+00]), array([ 5.78245229e-05,  5.07249478e-06,  5.07249478e-06,  5.78245229e-05,
        0.00000000e+00, -1.38155799e-06,  1.38155799e-06,  0.00000000e+00]), array([ 5.78245229e-05,  5.07249478e-06,  5.07249478e-06,  5.78245229e-05,
        0.00000000e+00, -1.38155799e-06,  1.38155799e-06,  0.00000000e+00])]"
685,18,-84.8745136,0,-84.8745136,12,Short,Frequency drift,1.069,1800,"[ 4.18824778e-09  3.67402340e-10  3.67402340e-10  4.18824778e-09
  0.00000000e+00 -1.00066666e-10  1.00066666e-10  0.00000000e+00]","[ 4.83954109e-09  4.24535227e-10  4.24535227e-10  4.83954109e-09
  0.00000000e+00 -1.15627529e-10  1.15627529e-10  0.00000000e+00]","[ 5.03620086e-09  4.41786656e-10  4.41786656e-10  5.03620086e-09
  0.00000000e+00 -1.20326173e-10  1.20326173e-10  0.00000000e+00]","[array([ 4.18824778e-09,  3.67402340e-10,  3.67402340e-10,  4.18824778e-09,
        0.00000000e+00, -1.00066666e-10,  1.00066666e-10,  0.00000000e+00]), array([ 4.18824778e-09,  3.67402340e-10,  3.67402340e-10,  4.18824778e-09,
        0.00000000e+00, -1.00066666e-10,  1.00066666e-10,  0.00000000e+00]), array([ 4.18824778e-09,  3.67402340e-10,  3.67402340e-10,  4.18824778e-09,
        0.00000000e+00, -1.00066666e-10,  1.00066666e-10,  0.00000000e+00]), array([ 4.18824778e-09,  3.67402340e-10,  3.67402340e-10,  4.18824778e-09,
        0.00000000e+00, -1.00066666e-10,  1.00066666e-10,  0.00000000e+00])]","[array([ 4.83954109e-09,  4.24535227e-10,  4.24535227e-10,  4.83954109e-09,
        0.00000000e+00, -1.15627529e-10,  1.15627529e-10,  0.00000000e+00]), array([ 4.83954109e-09,  4.24535227e-10,  4.24535227e-10,  4.83954109e-09,
        0.00000000e+00, -1.15627529e-10,  1.15627529e-10,  0.00000000e+00]), array([ 4.83954109e-09,  4.24535227e-10,  4.24535227e-10,  4.83954109e-09,
        0.00000000e+00, -1.15627529e-10,  1.15627529e-10,  0.00000000e+00]), array([ 4.83954109e-09,  4.24535227e-10,  4.24535227e-10,  4.83954109e-09,
        0.00000000e+00, -1.15627529e-10,  1.15627529e-10,  0.00000000e+00])]","[array([ 5.03620086e-09,  4.41786656e-10,  4.41786656e-10,  5.03620086e-09,
        0.00000000e+00, -1.20326173e-10,  1.20326173e-10,  0.00000000e+00]), array([ 5.03620086e-09,  4.41786656e-10,  4.41786656e-10,  5.03620086e-09,
        0.00000000e+00, -1.20326173e-10,  1.20326173e-10,  0.00000000e+00]), array([ 5.03620086e-09,  4.41786656e-10,  4.41786656e-10,  5.03620086e-09,
        0.00000000e+00, -1.20326173e-10,  1.20326173e-10,  0.00000000e+00]), array([ 5.03620086e-09,  4.41786656e-10,  4.41786656e-10,  5.03620086e-09,
        0.00000000e+00, -1.20326173e-10,  1.20326173e-10,  0.00000000e+00])]"
686,50,-43.13857564,1,-43.13857564,10,Long,Frequency drift,0.993,5000,"[ 5.40143250e-05  4.73825581e-06  4.73825581e-06  5.40143250e-05
  0.00000000e+00 -1.29052379e-06  1.29052379e-06  0.00000000e+00]","[ 6.89113436e-05  6.04505517e-06  6.04505517e-06  6.89113436e-05
  0.00000000e+00 -1.64644709e-06  1.64644709e-06  0.00000000e+00]","[ 6.40086072e-05  5.61497631e-06  5.61497631e-06  6.40086072e-05
  0.00000000e+00 -1.52930969e-06  1.52930969e-06  0.00000000e+00]","[array([ 5.40143250e-05,  4.73825581e-06,  4.73825581e-06,  5.40143250e-05,
        0.00000000e+00, -1.29052379e-06,  1.29052379e-06,  0.00000000e+00]), array([ 5.40143250e-05,  4.73825581e-06,  4.73825581e-06,  5.40143250e-05,
        0.00000000e+00, -1.29052379e-06,  1.29052379e-06,  0.00000000e+00]), array([ 5.40143250e-05,  4.73825581e-06,  4.73825581e-06,  5.40143250e-05,
        0.00000000e+00, -1.29052379e-06,  1.29052379e-06,  0.00000000e+00]), array([ 5.40143250e-05,  4.73825581e-06,  4.73825581e-06,  5.40143250e-05,
        0.00000000e+00, -1.29052379e-06,  1.29052379e-06,  0.00000000e+00])]","[array([ 6.89113436e-05,  6.04505517e-06,  6.04505517e-06,  6.89113436e-05,
        0.00000000e+00, -1.64644709e-06,  1.64644709e-06,  0.00000000e+00]), array([ 6.89113436e-05,  6.04505517e-06,  6.04505517e-06,  6.89113436e-05,
        0.00000000e+00, -1.64644709e-06,  1.64644709e-06,  0.00000000e+00]), array([ 6.89113436e-05,  6.04505517e-06,  6.04505517e-06,  6.89113436e-05,
        0.00000000e+00, -1.64644709e-06,  1.64644709e-06,  0.00000000e+00]), array([ 6.89113436e-05,  6.04505517e-06,  6.04505517e-06,  6.89113436e-05,
        0.00000000e+00, -1.64644709e-06,  1.64644709e-06,  0.00000000e+00])]","[array([ 6.40086072e-05,  5.61497631e-06,  5.61497631e-06,  6.40086072e-05,
        0.00000000e+00, -1.52930969e-06,  1.52930969e-06,  0.00000000e+00]), array([ 6.40086072e-05,  5.61497631e-06,  5.61497631e-06,  6.40086072e-05,
        0.00000000e+00, -1.52930969e-06,  1.52930969e-06,  0.00000000e+00]), array([ 6.40086072e-05,  5.61497631e-06,  5.61497631e-06,  6.40086072e-05,
        0.00000000e+00, -1.52930969e-06,  1.52930969e-06,  0.00000000e+00]), array([ 6.40086072e-05,  5.61497631e-06,  5.61497631e-06,  6.40086072e-05,
        0.00000000e+00, -1.52930969e-06,  1.52930969e-06,  0.00000000e+00])]"
687,24,-55.60571388,1,-55.60571388,13,Long,Bandwidth switch,0.916,2400,"[ 3.21480029e-06  2.82009377e-07  2.82009377e-07  3.21480029e-06
  0.00000000e+00 -7.68088143e-08  7.68088143e-08  0.00000000e+00]","[ 4.52270784e-06  3.96741915e-07  3.96741915e-07  4.52270784e-06
  0.00000000e+00 -1.08057669e-07  1.08057669e-07  0.00000000e+00]","[ 3.23697085e-06  2.83954228e-07  2.83954228e-07  3.23697085e-06
  0.00000000e+00 -7.73385188e-08  7.73385188e-08  0.00000000e+00]","[array([ 3.21480029e-06,  2.82009377e-07,  2.82009377e-07,  3.21480029e-06,
        0.00000000e+00, -7.68088143e-08,  7.68088143e-08,  0.00000000e+00]), array([ 3.21480029e-06,  2.82009377e-07,  2.82009377e-07,  3.21480029e-06,
        0.00000000e+00, -7.68088143e-08,  7.68088143e-08,  0.00000000e+00]), array([ 3.21480029e-06,  2.82009377e-07,  2.82009377e-07,  3.21480029e-06,
        0.00000000e+00, -7.68088143e-08,  7.68088143e-08,  0.00000000e+00]), array([ 3.21480029e-06,  2.82009377e-07,  2.82009377e-07,  3.21480029e-06,
        0.00000000e+00, -7.68088143e-08,  7.68088143e-08,  0.00000000e+00])]","[array([ 4.52270784e-06,  3.96741915e-07,  3.96741915e-07,  4.52270784e-06,
        0.00000000e+00, -1.08057669e-07,  1.08057669e-07,  0.00000000e+00]), array([ 4.52270784e-06,  3.96741915e-07,  3.96741915e-07,  4.52270784e-06,
        0.00000000e+00, -1.08057669e-07,  1.08057669e-07,  0.00000000e+00]), array([ 4.52270784e-06,  3.96741915e-07,  3.96741915e-07,  4.52270784e-06,
        0.00000000e+00, -1.08057669e-07,  1.08057669e-07,  0.00000000e+00]), array([ 4.52270784e-06,  3.96741915e-07,  3.96741915e-07,  4.52270784e-06,
        0.00000000e+00, -1.08057669e-07,  1.08057669e-07,  0.00000000e+00])]","[array([ 3.23697085e-06,  2.83954228e-07,  2.83954228e-07,  3.23697085e-06,
        0.00000000e+00, -7.73385188e-08,  7.73385188e-08,  0.00000000e+00]), array([ 3.23697085e-06,  2.83954228e-07,  2.83954228e-07,  3.23697085e-06,
        0.00000000e+00, -7.73385188e-08,  7.73385188e-08,  0.00000000e+00]), array([ 3.23697085e-06,  2.83954228e-07,  2.83954228e-07,  3.23697085e-06,
        0.00000000e+00, -7.73385188e-08,  7.73385188e-08,  0.00000000e+00]), array([ 3.23697085e-06,  2.83954228e-07,  2.83954228e-07,  3.23697085e-06,
        0.00000000e+00, -7.73385188e-08,  7.73385188e-08,  0.00000000e+00])]"
688,50,-86.60814704,0,-86.60814704,12,Short,Frequency drift,1.011,5000,"[ 2.90504741e-09  2.54837171e-10  2.54837171e-10  2.90504741e-09
  0.00000000e+00 -6.94081208e-11  6.94081208e-11  0.00000000e+00]","[ 2.87199621e-09  2.51937847e-10  2.51937847e-10  2.87199621e-09
  0.00000000e+00 -6.86184533e-11  6.86184533e-11  0.00000000e+00]","[ 2.41978661e-09  2.12269023e-10  2.12269023e-10  2.41978661e-09
  0.00000000e+00 -5.78141482e-11  5.78141482e-11  0.00000000e+00]","[array([ 2.90504741e-09,  2.54837171e-10,  2.54837171e-10,  2.90504741e-09,
        0.00000000e+00, -6.94081208e-11,  6.94081208e-11,  0.00000000e+00]), array([ 2.90504741e-09,  2.54837171e-10,  2.54837171e-10,  2.90504741e-09,
        0.00000000e+00, -6.94081208e-11,  6.94081208e-11,  0.00000000e+00]), array([ 2.90504741e-09,  2.54837171e-10,  2.54837171e-10,  2.90504741e-09,
        0.00000000e+00, -6.94081208e-11,  6.94081208e-11,  0.00000000e+00]), array([ 2.90504741e-09,  2.54837171e-10,  2.54837171e-10,  2.90504741e-09,
        0.00000000e+00, -6.94081208e-11,  6.94081208e-11,  0.00000000e+00])]","[array([ 2.87199621e-09,  2.51937847e-10,  2.51937847e-10,  2.87199621e-09,
        0.00000000e+00, -6.86184533e-11,  6.86184533e-11,  0.00000000e+00]), array([ 2.87199621e-09,  2.51937847e-10,  2.51937847e-10,  2.87199621e-09,
        0.00000000e+00, -6.86184533e-11,  6.86184533e-11,  0.00000000e+00]), array([ 2.87199621e-09,  2.51937847e-10,  2.51937847e-10,  2.87199621e-09,
        0.00000000e+00, -6.86184533e-11,  6.86184533e-11,  0.00000000e+00]), array([ 2.87199621e-09,  2.51937847e-10,  2.51937847e-10,  2.87199621e-09,
        0.00000000e+00, -6.86184533e-11,  6.86184533e-11,  0.00000000e+00])]","[array([ 2.41978661e-09,  2.12269023e-10,  2.12269023e-10,  2.41978661e-09,
        0.00000000e+00, -5.78141482e-11,  5.78141482e-11,  0.00000000e+00]), array([ 2.41978661e-09,  2.12269023e-10,  2.12269023e-10,  2.41978661e-09,
        0.00000000e+00, -5.78141482e-11,  5.78141482e-11,  0.00000000e+00]), array([ 2.41978661e-09,  2.12269023e-10,  2.12269023e-10,  2.41978661e-09,
        0.00000000e+00, -5.78141482e-11,  5.78141482e-11,  0.00000000e+00]), array([ 2.41978661e-09,  2.12269023e-10,  2.12269023e-10,  2.41978661e-09,
        0.00000000e+00, -5.78141482e-11,  5.78141482e-11,  0.00000000e+00])]"
689,50,-74.95182165,0,-74.95182165,3,Short,Frequency drift,1.018,5000,"[ 4.40122830e-08  3.86085462e-09  3.86085462e-09  4.40122830e-08
  0.00000000e+00 -1.05155250e-09  1.05155250e-09  0.00000000e+00]","[ 3.63725029e-08  3.19067624e-09  3.19067624e-09  3.63725029e-08
  0.00000000e+00 -8.69020956e-10  8.69020956e-10  0.00000000e+00]","[ 4.49815408e-08  3.94588005e-09  3.94588005e-09  4.49815408e-08
  0.00000000e+00 -1.07471025e-09  1.07471025e-09  0.00000000e+00]","[array([ 4.40122830e-08,  3.86085462e-09,  3.86085462e-09,  4.40122830e-08,
        0.00000000e+00, -1.05155250e-09,  1.05155250e-09,  0.00000000e+00]), array([ 4.40122830e-08,  3.86085462e-09,  3.86085462e-09,  4.40122830e-08,
        0.00000000e+00, -1.05155250e-09,  1.05155250e-09,  0.00000000e+00]), array([ 4.40122830e-08,  3.86085462e-09,  3.86085462e-09,  4.40122830e-08,
        0.00000000e+00, -1.05155250e-09,  1.05155250e-09,  0.00000000e+00]), array([ 4.40122830e-08,  3.86085462e-09,  3.86085462e-09,  4.40122830e-08,
        0.00000000e+00, -1.05155250e-09,  1.05155250e-09,  0.00000000e+00])]","[array([ 3.63725029e-08,  3.19067624e-09,  3.19067624e-09,  3.63725029e-08,
        0.00000000e+00, -8.69020956e-10,  8.69020956e-10,  0.00000000e+00]), array([ 3.63725029e-08,  3.19067624e-09,  3.19067624e-09,  3.63725029e-08,
        0.00000000e+00, -8.69020956e-10,  8.69020956e-10,  0.00000000e+00]), array([ 3.63725029e-08,  3.19067624e-09,  3.19067624e-09,  3.63725029e-08,
        0.00000000e+00, -8.69020956e-10,  8.69020956e-10,  0.00000000e+00]), array([ 3.63725029e-08,  3.19067624e-09,  3.19067624e-09,  3.63725029e-08,
        0.00000000e+00, -8.69020956e-10,  8.69020956e-10,  0.00000000e+00])]","[array([ 4.49815408e-08,  3.94588005e-09,  3.94588005e-09,  4.49815408e-08,
        0.00000000e+00, -1.07471025e-09,  1.07471025e-09,  0.00000000e+00]), array([ 4.49815408e-08,  3.94588005e-09,  3.94588005e-09,  4.49815408e-08,
        0.00000000e+00, -1.07471025e-09,  1.07471025e-09,  0.00000000e+00]), array([ 4.49815408e-08,  3.94588005e-09,  3.94588005e-09,  4.49815408e-08,
        0.00000000e+00, -1.07471025e-09,  1.07471025e-09,  0.00000000e+00]), array([ 4.49815408e-08,  3.94588005e-09,  3.94588005e-09,  4.49815408e-08,
        0.00000000e+00, -1.07471025e-09,  1.07471025e-09,  0.00000000e+00])]"
690,18,-54.59139557,1,-54.59139557,10,Long,Bandwidth switch,0.916,1800,"[ 4.60326262e-06  4.03808358e-07  4.03808358e-07  4.60326262e-06
  0.00000000e+00 -1.09982304e-07  1.09982304e-07  0.00000000e+00]","[ 3.86537400e-06  3.39079139e-07  3.39079139e-07  3.86537400e-06
  0.00000000e+00 -9.23524845e-08  9.23524845e-08  0.00000000e+00]","[ 5.81690376e-06  5.10271637e-07  5.10271637e-07  5.81690376e-06
  0.00000000e+00 -1.38978923e-07  1.38978923e-07  0.00000000e+00]","[array([ 4.60326262e-06,  4.03808358e-07,  4.03808358e-07,  4.60326262e-06,
        0.00000000e+00, -1.09982304e-07,  1.09982304e-07,  0.00000000e+00]), array([ 4.60326262e-06,  4.03808358e-07,  4.03808358e-07,  4.60326262e-06,
        0.00000000e+00, -1.09982304e-07,  1.09982304e-07,  0.00000000e+00]), array([ 4.60326262e-06,  4.03808358e-07,  4.03808358e-07,  4.60326262e-06,
        0.00000000e+00, -1.09982304e-07,  1.09982304e-07,  0.00000000e+00]), array([ 4.60326262e-06,  4.03808358e-07,  4.03808358e-07,  4.60326262e-06,
        0.00000000e+00, -1.09982304e-07,  1.09982304e-07,  0.00000000e+00])]","[array([ 3.86537400e-06,  3.39079139e-07,  3.39079139e-07,  3.86537400e-06,
        0.00000000e+00, -9.23524845e-08,  9.23524845e-08,  0.00000000e+00]), array([ 3.86537400e-06,  3.39079139e-07,  3.39079139e-07,  3.86537400e-06,
        0.00000000e+00, -9.23524845e-08,  9.23524845e-08,  0.00000000e+00]), array([ 3.86537400e-06,  3.39079139e-07,  3.39079139e-07,  3.86537400e-06,
        0.00000000e+00, -9.23524845e-08,  9.23524845e-08,  0.00000000e+00]), array([ 3.86537400e-06,  3.39079139e-07,  3.39079139e-07,  3.86537400e-06,
        0.00000000e+00, -9.23524845e-08,  9.23524845e-08,  0.00000000e+00])]","[array([ 5.81690376e-06,  5.10271637e-07,  5.10271637e-07,  5.81690376e-06,
        0.00000000e+00, -1.38978923e-07,  1.38978923e-07,  0.00000000e+00]), array([ 5.81690376e-06,  5.10271637e-07,  5.10271637e-07,  5.81690376e-06,
        0.00000000e+00, -1.38978923e-07,  1.38978923e-07,  0.00000000e+00]), array([ 5.81690376e-06,  5.10271637e-07,  5.10271637e-07,  5.81690376e-06,
        0.00000000e+00, -1.38978923e-07,  1.38978923e-07,  0.00000000e+00]), array([ 5.81690376e-06,  5.10271637e-07,  5.10271637e-07,  5.81690376e-06,
        0.00000000e+00, -1.38978923e-07,  1.38978923e-07,  0.00000000e+00])]"
691,50,-86.63246993,1,-86.63246993,6,Short,Frequency drift,1.069,5000,"[ 3.03757828e-09  2.66463072e-10  2.66463072e-10  3.03757828e-09
  0.00000000e+00 -7.25745816e-11  7.25745816e-11  0.00000000e+00]","[ 3.42946485e-09  3.00840227e-10  3.00840227e-10  3.42946485e-09
  0.00000000e+00 -8.19376338e-11  8.19376338e-11  0.00000000e+00]","[ 2.83335656e-09  2.48548292e-10  2.48548292e-10  2.83335656e-09
  0.00000000e+00 -6.76952651e-11  6.76952651e-11  0.00000000e+00]","[array([ 3.03757828e-09,  2.66463072e-10,  2.66463072e-10,  3.03757828e-09,
        0.00000000e+00, -7.25745816e-11,  7.25745816e-11,  0.00000000e+00]), array([ 3.03757828e-09,  2.66463072e-10,  2.66463072e-10,  3.03757828e-09,
        0.00000000e+00, -7.25745816e-11,  7.25745816e-11,  0.00000000e+00]), array([ 3.03757828e-09,  2.66463072e-10,  2.66463072e-10,  3.03757828e-09,
        0.00000000e+00, -7.25745816e-11,  7.25745816e-11,  0.00000000e+00]), array([ 3.03757828e-09,  2.66463072e-10,  2.66463072e-10,  3.03757828e-09,
        0.00000000e+00, -7.25745816e-11,  7.25745816e-11,  0.00000000e+00])]","[array([ 3.42946485e-09,  3.00840227e-10,  3.00840227e-10,  3.42946485e-09,
        0.00000000e+00, -8.19376338e-11,  8.19376338e-11,  0.00000000e+00]), array([ 3.42946485e-09,  3.00840227e-10,  3.00840227e-10,  3.42946485e-09,
        0.00000000e+00, -8.19376338e-11,  8.19376338e-11,  0.00000000e+00]), array([ 3.42946485e-09,  3.00840227e-10,  3.00840227e-10,  3.42946485e-09,
        0.00000000e+00, -8.19376338e-11,  8.19376338e-11,  0.00000000e+00]), array([ 3.42946485e-09,  3.00840227e-10,  3.00840227e-10,  3.42946485e-09,
        0.00000000e+00, -8.19376338e-11,  8.19376338e-11,  0.00000000e+00])]","[array([ 2.83335656e-09,  2.48548292e-10,  2.48548292e-10,  2.83335656e-09,
        0.00000000e+00, -6.76952651e-11,  6.76952651e-11,  0.00000000e+00]), array([ 2.83335656e-09,  2.48548292e-10,  2.48548292e-10,  2.83335656e-09,
        0.00000000e+00, -6.76952651e-11,  6.76952651e-11,  0.00000000e+00]), array([ 2.83335656e-09,  2.48548292e-10,  2.48548292e-10,  2.83335656e-09,
        0.00000000e+00, -6.76952651e-11,  6.76952651e-11,  0.00000000e+00]), array([ 2.83335656e-09,  2.48548292e-10,  2.48548292e-10,  2.83335656e-09,
        0.00000000e+00, -6.76952651e-11,  6.76952651e-11,  0.00000000e+00])]"
